Date,Region Code,Timestamp,Title,Влажность почвы 10 см (-10),Влажность почвы 20 см (-20),Влажность почвы 30 см (-30),Дата,Температура почвы 10 см (-10),Температура почвы 20 см (-20),Температура почвы 30 см (-30)
2025-05-12,1708,20250512_083842,Жиззах Мирзачўл тумани,89.4 %,,,2025-05-12 08:30,22.5 °C,,
2025-05-12,1718,20250512_083842,Самарканд Янгиарик,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1708,20250512_083842,Жиззах Баҳмал Муғол,100 %,,,2025-05-12 08:30,0 °C,,
2025-05-12,1708,20250512_083842,Жиззах Янгиобод Хўжамушкент,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1708,20250512_083842,Жиззах Бахмал,76.5 %,,,2025-05-12 08:30,14.5 °C,,
2025-05-12,1708,20250512_083842,Жиззах Пахтакор,65.1 %,,,2025-05-12 08:30,23.5 °C,,
2025-05-12,1714,20250512_083842,ЯНГИКЎРҒОН,31.0 %,,,2025-05-12 08:30,34.5 °C,,
2025-05-12,1724,20250512_083842,Сирдарё Сардоба,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1724,20250512_083842,Сирдарё Околтин,100 %,,,2025-05-12 08:30,22.5 °C,,
2025-05-12,1724,20250512_083842,Сирдарё Боёвут,61.6 %,,,2025-05-12 08:30,20.5 °C,,
2025-05-12,1724,20250512_083842,Сирдарё Гулистон ш.,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1724,20250512_083842,Сирдарё Сайхунобод,82.7 %,,,2025-05-12 08:30,20.5 °C,,
2025-05-12,1703,20250512_083842,Андижон Боз,96.9 %,,,2025-05-12 08:30,21.5 °C,,
2025-05-12,1703,20250512_083842,Андижон Хонабод,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,,20250512_083842,Андижан УГМ,94.1 %,,,2025-05-12 08:30,26.0 °C,,
2025-05-12,1703,20250512_083842,Андижон Коргонтепа,76.5 %,,,2025-05-12 08:30,23.5 °C,,
2025-05-12,1703,20250512_083842,Андижон Улугнор,100 %,,,2025-05-12 08:30,22.5 °C,,
2025-05-12,1722,20250512_083842,"Surxondaryo, Boysun",46.7 %,,,2025-05-12 08:30,29.0 °C,,
2025-05-12,1722,20250512_083842,"Surxondaryo, Jarqo'rg'on, G'ur-G'ur",85.5 %,,,2025-05-12 08:30,26.5 °C,,
2025-05-12,1722,20250512_083842,"Surxondaryo, Termiz tumani, Navruz",92.9 %,,,2025-05-12 08:30,30.0 °C,,
2025-05-12,1722,20250512_083842,"Surxondaryo, Qumqo'rg'on tumani, To'g'on",84.7 %,,,2025-05-12 08:30,26.5 °C,,
2025-05-12,1710,20250512_083842,"Qashqadaryo, Koson tumani, Pulat shaharcha",0 %,,,2025-05-12 08:30,°C,,
2025-05-12,1710,20250512_083842,"Qashqadaryo, Qarshi shahar, Chiroqchi",84.3 %,,,2025-05-12 08:30,23.0 °C,,
2025-05-12,1710,20250512_083842,"Qashqadaryo, Qamashi",93.7 %,,,2025-05-12 08:30,27.5 °C,,
2025-05-12,1722,20250512_083842,"Surxondaryo, Oltinsoy",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1710,20250512_083842,"Qashqadaryo, Mirishkor tumani, Naiston",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1710,20250512_083842,"Qashqadaryo, Nishon tumani",85.5 %,,,2025-05-12 08:30,25.5 °C,,
2025-05-12,1727,20250512_083842,"Зангиота, Бузсув",21.2 %,,,2025-05-12 08:30,°C,,
2025-05-12,1727,20250512_083842,"Тошкент вилояти, Куйи чирчик",43.9 %,,,2025-05-12 08:30,27.0 °C,,
2025-05-12,1727,20250512_083842,"Тошкент вилояти, Ўрта чирчиқ",57.6 %,,,2025-05-12 08:30,25.5 °C,,
2025-05-12,1727,20250512_083842,Yuqori Chirchiq tumani,30.6 %,,,2025-05-12 08:30,23.5 °C,,
2025-05-12,1727,20250512_083842,Qibray tumani,95.7 %,,,2025-05-12 08:30,22.5 °C,,
2025-05-12,1727,20250512_083842,Bo'stonliq tumani,14.1 %,,,2025-05-12 08:30,19.0 °C,,
2025-05-12,1706,20250512_083842,Бухара,0 %,,,2025-05-12 08:30,25.5 °C,,
2025-05-12,1706,20250512_083842,"Buxoro viloyati, G'alla osiyo",66.3 %,,,2025-05-12 08:20,22.0 °C,,
2025-05-12,1706,20250512_083842,"Buxoro shahar, Jondor tuman, Yakkatut AMP",40.8 %,,,2025-05-12 08:30,26.5 °C,,
2025-05-12,1708,20250512_083842,"Жиззах вилояти, Зомин, Суффа Платоси",0 %,,,2025-05-12 08:30,79.2 °C,,
2025-05-12,1727,20250512_083842,"Toshkent shahar, Olmazor tumani",0 %,,,2025-05-12 08:30,0 °C,,
2025-05-12,1727,20250512_083842,"Toshkent,Yangi O'zbekiston bog'i",0 %,,,2025-05-12 08:30,39.2 °C,,
2025-05-12,,20250512_083842,MeteoBot-36 / MeteoUz,74.9 %,0 %,0 %,2025-05-12 08:30,8.9 °C,°C,°C
2025-05-12,,20250512_083842,MeteoBot-36 / MeteoUz,33.3 %,31.0 %,34.5 %,2025-05-12 08:30,20.2 °C,20.0 °C,19.8 °C
2025-05-12,,20250512_083842,MeteoBot-36 / MeteoUz,78.8 %,77.3 %,76.9 %,2025-05-12 08:30,22.5 °C,24.3 °C,23.5 °C
2025-05-12,,20250512_083842,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-12,,20250512_083842,MeteoBot-36 / MeteoUz,16.9 %,27.5 %,0 %,2025-05-12 08:40,°C,21.8 °C,22.4 °C
2025-05-12,1710,20250512_083842,М-II Дехканабад,,,,,,,
2025-05-12,1710,20250512_083842,М-II Муборек,,,,,,,
2025-05-12,,20250512_083842,О Чимкурган,,,,,,,
2025-05-12,1710,20250512_083842,Г-1 Шахрисябз,,,,,,,
2025-05-12,1710,20250512_083842,М-II Гузар,,,,,,,
2025-05-12,,20250512_083842,106_Taxtakaracha,,,,,,,
2025-05-12,1708,20250512_083842,М-II Бахмал,,,,,,,
2025-05-12,1708,20250512_083842,АГМС Галляарал,,,,,,,
2025-05-12,1708,20250512_083842,М-II Дустлик,,,,,,,
2025-05-12,,20250512_083842,Ляльмикор,,,,,,,
2025-05-12,1708,20250512_083842,111_Zomin,,,,,,,
2025-05-12,,20250512_083842,М-II Янгикишлак,,,,,,,
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,74.9 %,0 %,0 %,2025-05-12 08:50,9.0 °C,°C,°C
2025-05-12,1714,20250512_085507,ЯНГИКЎРҒОН,31.0 %,,,2025-05-12 08:50,34.5 °C,,
2025-05-12,1735,20250512_085507,Ходжейли,100 %,,,2025-05-12 08:50,24.0 °C,,
2025-05-12,,20250512_085507,Раушан,99.6 %,,,2025-05-12 08:50,23.5 °C,,
2025-05-12,1735,20250512_085507,Канлыкуль,100 %,,,2025-05-12 08:50,25.0 °C,,
2025-05-12,1735,20250512_085507,Шoманай,99.6 %,,,2025-05-12 08:50,25.0 °C,,
2025-05-12,,20250512_085507,Сары-алтын,94.5 %,,,2025-05-12 08:50,26.0 °C,,
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,79.2 %,76.9 %,76.5 %,2025-05-12 08:50,22.5 °C,24.3 °C,23.5 °C
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,16.9 %,27.1 %,0 %,2025-05-12 08:50,°C,21.8 °C,22.4 °C
2025-05-12,,20250512_085507,Уллыбаг,100 %,,,2025-05-12 08:50,26.5 °C,,
2025-05-12,,20250512_085507,Шурахан,92.9 %,,,2025-05-12 08:50,27.0 °C,,
2025-05-12,1735,20250512_085507,Мангит,100 %,,,2025-05-12 07:30,25.0 °C,,
2025-05-12,1730,20250512_085507,Фаргона шахри,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1730,20250512_085507,Бешарык,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1730,20250512_085507,Дангара,24.3 %,,,2025-05-12 08:50,21.0 °C,,
2025-05-12,1733,20250512_085507,Хоразм Кошкупыр,100 %,,,2025-05-12 08:50,25.5 °C,,
2025-05-12,,20250512_085507,Лебап,21.5 %,,,2025-05-12 08:50,°C,,
2025-05-12,1733,20250512_085507,"Хива, Дашяк",86.7 %,,,2025-05-12 08:50,27.5 °C,,
2025-05-12,1727,20250512_085507,Тошкент обсерватория,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1733,20250512_085507,Ургенч шахар,98.0 %,,,2025-05-12 08:51,27.0 °C,,
2025-05-12,1733,20250512_085507,Хоразм Гурлен,93.7 %,,,2025-05-12 08:50,29.0 °C,,
2025-05-12,1718,20250512_085507,Самарканд шахри,56.1 %,,,2025-05-12 08:50,23.5 °C,,
2025-05-12,1718,20250512_085507,Самарканд Фарход Зарафшон,23.9 %,,,2025-05-12 08:50,24.5 °C,,
2025-05-12,1718,20250512_085507,Самарканд Бyлyнгyp,87.8 %,,,2025-05-12 08:50,22.5 °C,,
2025-05-12,1718,20250512_085507,Самарканд Ургут,71.0 %,,,2025-05-12 08:50,24.5 °C,,
2025-05-12,1708,20250512_085507,Жиззах Мирзачўл тумани,89.4 %,,,2025-05-12 08:50,22.5 °C,,
2025-05-12,1718,20250512_085507,Самарканд Янгиарик,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1708,20250512_085507,Жиззах Баҳмал Муғол,100 %,,,2025-05-12 08:50,0 °C,,
2025-05-12,1708,20250512_085507,Жиззах Янгиобод Хўжамушкент,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1708,20250512_085507,Жиззах Бахмал,76.5 %,,,2025-05-12 08:50,14.5 °C,,
2025-05-12,1708,20250512_085507,Жиззах Пахтакор,65.1 %,,,2025-05-12 08:50,23.5 °C,,
2025-05-12,1714,20250512_085507,ЯНГИКЎРҒОН,31.0 %,,,2025-05-12 08:50,34.5 °C,,
2025-05-12,1724,20250512_085507,Сирдарё Сардоба,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1724,20250512_085507,Сирдарё Околтин,100 %,,,2025-05-12 08:50,22.5 °C,,
2025-05-12,1724,20250512_085507,Сирдарё Боёвут,61.6 %,,,2025-05-12 08:50,20.5 °C,,
2025-05-12,1724,20250512_085507,Сирдарё Гулистон ш.,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1724,20250512_085507,Сирдарё Сайхунобод,82.7 %,,,2025-05-12 08:50,20.5 °C,,
2025-05-12,1703,20250512_085507,Андижон Боз,96.9 %,,,2025-05-12 08:50,21.5 °C,,
2025-05-12,1703,20250512_085507,Андижон Хонабод,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,,20250512_085507,Андижан УГМ,94.1 %,,,2025-05-12 08:50,26.0 °C,,
2025-05-12,1703,20250512_085507,Андижон Коргонтепа,76.5 %,,,2025-05-12 08:50,23.0 °C,,
2025-05-12,1703,20250512_085507,Андижон Улугнор,100 %,,,2025-05-12 08:50,22.0 °C,,
2025-05-12,1722,20250512_085507,"Surxondaryo, Boysun",46.3 %,,,2025-05-12 08:50,29.0 °C,,
2025-05-12,1722,20250512_085507,"Surxondaryo, Jarqo'rg'on, G'ur-G'ur",85.5 %,,,2025-05-12 08:50,26.5 °C,,
2025-05-12,1722,20250512_085507,"Surxondaryo, Termiz tumani, Navruz",92.9 %,,,2025-05-12 08:50,30.0 °C,,
2025-05-12,1722,20250512_085507,"Surxondaryo, Qumqo'rg'on tumani, To'g'on",84.7 %,,,2025-05-12 08:50,26.5 °C,,
2025-05-12,1710,20250512_085507,"Qashqadaryo, Koson tumani, Pulat shaharcha",0 %,,,2025-05-12 08:50,°C,,
2025-05-12,1710,20250512_085507,"Qashqadaryo, Qarshi shahar, Chiroqchi",84.3 %,,,2025-05-12 08:50,23.0 °C,,
2025-05-12,1710,20250512_085507,"Qashqadaryo, Qamashi",93.7 %,,,2025-05-12 08:50,27.5 °C,,
2025-05-12,1722,20250512_085507,"Surxondaryo, Oltinsoy",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1710,20250512_085507,"Qashqadaryo, Mirishkor tumani, Naiston",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-12,1710,20250512_085507,"Qashqadaryo, Nishon tumani",85.5 %,,,2025-05-12 08:50,25.5 °C,,
2025-05-12,1727,20250512_085507,"Зангиота, Бузсув",21.2 %,,,2025-05-12 08:50,°C,,
2025-05-12,1727,20250512_085507,"Тошкент вилояти, Куйи чирчик",44.3 %,,,2025-05-12 08:50,27.0 °C,,
2025-05-12,1727,20250512_085507,"Тошкент вилояти, Ўрта чирчиқ",57.6 %,,,2025-05-12 08:50,25.5 °C,,
2025-05-12,1727,20250512_085507,Yuqori Chirchiq tumani,31.0 %,,,2025-05-12 08:50,23.5 °C,,
2025-05-12,1727,20250512_085507,Qibray tumani,95.7 %,,,2025-05-12 08:50,22.5 °C,,
2025-05-12,1727,20250512_085507,Bo'stonliq tumani,14.1 %,,,2025-05-12 08:50,19.0 °C,,
2025-05-12,1706,20250512_085507,Бухара,0 %,,,2025-05-12 08:50,25.5 °C,,
2025-05-12,1706,20250512_085507,"Buxoro viloyati, G'alla osiyo",66.3 %,,,2025-05-12 08:50,22.0 °C,,
2025-05-12,1706,20250512_085507,"Buxoro shahar, Jondor tuman, Yakkatut AMP",40.8 %,,,2025-05-12 08:50,26.5 °C,,
2025-05-12,1708,20250512_085507,"Жиззах вилояти, Зомин, Суффа Платоси",0 %,,,2025-05-12 08:50,79.6 °C,,
2025-05-12,1727,20250512_085507,"Toshkent shahar, Olmazor tumani",0 %,,,2025-05-12 08:50,0 °C,,
2025-05-12,1727,20250512_085507,"Toshkent,Yangi O'zbekiston bog'i",0 %,,,2025-05-12 08:50,39.2 °C,,
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,74.9 %,0 %,0 %,2025-05-12 08:50,9.0 °C,°C,°C
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,33.7 %,31.0 %,34.5 %,2025-05-12 08:50,20.2 °C,20.0 °C,19.8 °C
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,79.2 %,76.9 %,76.5 %,2025-05-12 08:50,22.5 °C,24.3 °C,23.5 °C
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-12,,20250512_085507,MeteoBot-36 / MeteoUz,16.9 %,27.1 %,0 %,2025-05-12 08:50,°C,21.8 °C,22.4 °C
2025-05-12,1710,20250512_085507,М-II Дехканабад,,,,,,,
2025-05-12,1710,20250512_085507,М-II Муборек,,,,,,,
2025-05-12,,20250512_085507,О Чимкурган,,,,,,,
2025-05-12,1710,20250512_085507,Г-1 Шахрисябз,,,,,,,
2025-05-12,1710,20250512_085507,М-II Гузар,,,,,,,
2025-05-12,,20250512_085507,106_Taxtakaracha,,,,,,,
2025-05-12,1708,20250512_085507,М-II Бахмал,,,,,,,
2025-05-12,1708,20250512_085507,АГМС Галляарал,,,,,,,
2025-05-12,1708,20250512_085507,М-II Дустлик,,,,,,,
2025-05-12,,20250512_085507,Ляльмикор,,,,,,,
2025-05-12,1708,20250512_085507,111_Zomin,,,,,,,
2025-05-12,,20250512_085507,М-II Янгикишлак,,,,,,,
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,72.9 %,0 %,0 %,2025-05-14 10:40,11.1 °C,°C,°C
2025-05-14,1714,20250514_104755,ЯНГИКЎРҒОН,31.4 %,,,2025-05-14 10:40,32.5 °C,,
2025-05-14,1735,20250514_104755,Ходжейли,100 %,,,2025-05-14 10:40,25.0 °C,,
2025-05-14,,20250514_104755,Раушан,99.6 %,,,2025-05-14 10:40,24.0 °C,,
2025-05-14,1735,20250514_104755,Канлыкуль,100 %,,,2025-05-14 10:40,26.5 °C,,
2025-05-14,1735,20250514_104755,Шoманай,99.6 %,,,2025-05-14 10:40,26.0 °C,,
2025-05-14,,20250514_104755,Сары-алтын,94.5 %,,,2025-05-14 10:40,27.0 °C,,
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,78.8 %,77.3 %,78.0 %,2025-05-14 10:41,23.9 °C,25.1 °C,24.3 °C
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,15.7 %,21.2 %,0 %,2025-05-14 10:40,°C,23.0 °C,23.4 °C
2025-05-14,,20250514_104755,Уллыбаг,100 %,,,2025-05-14 10:40,27.0 °C,,
2025-05-14,,20250514_104755,Шурахан,92.9 %,,,2025-05-14 10:40,27.5 °C,,
2025-05-14,1735,20250514_104755,Мангит,100 %,,,2025-05-14 10:40,25.5 °C,,
2025-05-14,1730,20250514_104755,Фаргона шахри,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1730,20250514_104755,Бешарык,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1730,20250514_104755,Дангара,23.9 %,,,2025-05-14 10:40,21.5 °C,,
2025-05-14,1733,20250514_104755,Хоразм Кошкупыр,100 %,,,2025-05-14 10:40,26.0 °C,,
2025-05-14,,20250514_104755,Лебап,22.0 %,,,2025-05-14 10:40,2.9 °C,,
2025-05-14,1733,20250514_104755,"Хива, Дашяк",87.1 %,,,2025-05-14 10:40,28.5 °C,,
2025-05-14,1727,20250514_104755,Тошкент обсерватория,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1733,20250514_104755,Ургенч шахар,98.0 %,,,2025-05-14 10:40,28.0 °C,,
2025-05-14,1733,20250514_104755,Хоразм Гурлен,93.7 %,,,2025-05-14 10:40,29.5 °C,,
2025-05-14,1718,20250514_104755,Самарканд шахри,51.8 %,,,2025-05-14 10:40,24.0 °C,,
2025-05-14,1718,20250514_104755,Самарканд Фарход Зарафшон,23.1 %,,,2025-05-14 10:40,26.0 °C,,
2025-05-14,1718,20250514_104755,Самарканд Бyлyнгyp,87.8 %,,,2025-05-14 10:40,24.0 °C,,
2025-05-14,1718,20250514_104755,Самарканд Ургут,71.8 %,,,2025-05-14 10:40,25.5 °C,,
2025-05-14,1708,20250514_104755,Жиззах Мирзачўл тумани,89.4 %,,,2025-05-14 10:40,23.0 °C,,
2025-05-14,1718,20250514_104755,Самарканд Янгиарик,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1708,20250514_104755,Жиззах Баҳмал Муғол,99.6 %,,,2025-05-14 10:40,0 °C,,
2025-05-14,1708,20250514_104755,Жиззах Янгиобод Хўжамушкент,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1708,20250514_104755,Жиззах Бахмал,74.1 %,,,2025-05-14 10:10,15.0 °C,,
2025-05-14,1708,20250514_104755,Жиззах Пахтакор,65.1 %,,,2025-05-14 10:40,24.0 °C,,
2025-05-14,1714,20250514_104755,ЯНГИКЎРҒОН,31.4 %,,,2025-05-14 10:40,32.5 °C,,
2025-05-14,1724,20250514_104755,Сирдарё Сардоба,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1724,20250514_104755,Сирдарё Околтин,100 %,,,2025-05-14 10:40,23.0 °C,,
2025-05-14,1724,20250514_104755,Сирдарё Боёвут,64.7 %,,,2025-05-14 10:40,21.5 °C,,
2025-05-14,1724,20250514_104755,Сирдарё Гулистон ш.,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1724,20250514_104755,Сирдарё Сайхунобод,81.6 %,,,2025-05-14 10:40,21.0 °C,,
2025-05-14,1703,20250514_104755,Андижон Боз,96.5 %,,,2025-05-14 10:40,21.5 °C,,
2025-05-14,1703,20250514_104755,Андижон Хонабод,earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,,20250514_104755,Андижан УГМ,93.7 %,,,2025-05-14 10:40,26.5 °C,,
2025-05-14,1703,20250514_104755,Андижон Коргонтепа,75.7 %,,,2025-05-14 10:40,24.0 °C,,
2025-05-14,1703,20250514_104755,Андижон Улугнор,100 %,,,2025-05-14 10:40,22.5 °C,,
2025-05-14,1722,20250514_104755,"Surxondaryo, Boysun",42.0 %,,,2025-05-14 10:40,30.0 °C,,
2025-05-14,1722,20250514_104755,"Surxondaryo, Jarqo'rg'on, G'ur-G'ur",85.1 %,,,2025-05-14 10:40,27.0 °C,,
2025-05-14,1722,20250514_104755,"Surxondaryo, Termiz tumani, Navruz",92.9 %,,,2025-05-14 10:40,31.0 °C,,
2025-05-14,1722,20250514_104755,"Surxondaryo, Qumqo'rg'on tumani, To'g'on",85.1 %,,,2025-05-14 10:40,26.5 °C,,
2025-05-14,1710,20250514_104755,"Qashqadaryo, Koson tumani, Pulat shaharcha",0 %,,,2025-05-14 10:40,°C,,
2025-05-14,1710,20250514_104755,"Qashqadaryo, Qarshi shahar, Chiroqchi",83.5 %,,,2025-05-14 10:40,23.5 °C,,
2025-05-14,1710,20250514_104755,"Qashqadaryo, Qamashi",93.7 %,,,2025-05-14 10:40,28.0 °C,,
2025-05-14,1722,20250514_104755,"Surxondaryo, Oltinsoy",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1710,20250514_104755,"Qashqadaryo, Mirishkor tumani, Naiston",earthHumidity1 %,,,date time,earthTemperature1 °C,,
2025-05-14,1710,20250514_104755,"Qashqadaryo, Nishon tumani",86.7 %,,,2025-05-14 01:00,27.5 °C,,
2025-05-14,1727,20250514_104755,"Зангиота, Бузсув",21.6 %,,,2025-05-14 10:40,°C,,
2025-05-14,1727,20250514_104755,"Тошкент вилояти, Куйи чирчик",44.7 %,,,2025-05-14 10:40,28.0 °C,,
2025-05-14,1727,20250514_104755,"Тошкент вилояти, Ўрта чирчиқ",54.9 %,,,2025-05-14 10:40,26.0 °C,,
2025-05-14,1727,20250514_104755,Yuqori Chirchiq tumani,26.3 %,,,2025-05-14 10:40,24.0 °C,,
2025-05-14,1727,20250514_104755,Qibray tumani,91.0 %,,,2025-05-14 10:40,23.0 °C,,
2025-05-14,1727,20250514_104755,Bo'stonliq tumani,12.9 %,,,2025-05-14 02:10,20.0 °C,,
2025-05-14,1706,20250514_104755,Бухара,0 %,,,2025-05-14 10:40,27.0 °C,,
2025-05-14,1706,20250514_104755,"Buxoro viloyati, G'alla osiyo",67.8 %,,,2025-05-14 10:40,22.0 °C,,
2025-05-14,1706,20250514_104755,"Buxoro shahar, Jondor tuman, Yakkatut AMP",42.7 %,,,2025-05-14 10:40,27.0 °C,,
2025-05-14,1708,20250514_104755,"Жиззах вилояти, Зомин, Суффа Платоси",0 %,,,2025-05-14 10:40,76.5 °C,,
2025-05-14,1727,20250514_104755,"Toshkent shahar, Olmazor tumani",0 %,,,2025-05-14 10:40,0 °C,,
2025-05-14,1727,20250514_104755,"Toshkent,Yangi O'zbekiston bog'i",0 %,,,2025-05-14 10:40,37.3 °C,,
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,72.9 %,0 %,0 %,2025-05-14 10:40,11.1 °C,°C,°C
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,34.5 %,31.4 %,32.5 %,2025-05-14 10:40,21.8 °C,21.4 °C,21.1 °C
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,78.8 %,77.3 %,78.0 %,2025-05-14 10:41,23.9 °C,25.1 °C,24.3 °C
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,earthHumidity1 %,earthHumidity2 %,earthHumidity3 %,date time,earthTemperature1 °C,earthTemperature2 °C,earthTemperature3 °C
2025-05-14,,20250514_104755,MeteoBot-36 / MeteoUz,15.7 %,21.2 %,0 %,2025-05-14 10:40,°C,23.0 °C,23.4 °C
2025-05-14,1710,20250514_104755,М-II Дехканабад,,,,,,,
2025-05-14,1710,20250514_104755,М-II Муборек,,,,,,,
2025-05-14,,20250514_104755,О Чимкурган,,,,,,,
2025-05-14,1710,20250514_104755,Г-1 Шахрисябз,,,,,,,
2025-05-14,1710,20250514_104755,М-II Гузар,,,,,,,
2025-05-14,,20250514_104755,106_Taxtakaracha,,,,,,,
2025-05-14,1708,20250514_104755,М-II Бахмал,,,,,,,
2025-05-14,1708,20250514_104755,АГМС Галляарал,,,,,,,
2025-05-14,1708,20250514_104755,М-II Дустлик,,,,,,,
2025-05-14,,20250514_104755,Ляльмикор,,,,,,,
2025-05-14,1708,20250514_104755,111_Zomin,,,,,,,
2025-05-14,,20250514_104755,М-II Янгикишлак,,,,,,,
